"","0","1","TARGET_FLAG","TARGET_AMT"
"1",0.849180619040481,0.150819380959519,"0",6560.60413935028
"2",0.808588504682825,0.191411495317175,"0",6629.88177834787
"3",0.886978168027447,0.113021831972553,"0",4432.50370729779
"4",0.72939098740852,0.27060901259148,"0",4427.90523820337
"5",0.854287354985862,0.145712645014138,"0",6465.96453322442
"6",0.790546653044677,0.209453346955323,"0",6898.07733897937
"7",0.577638831345428,0.422361168654572,"0",5488.58977421127
"8",0.624284304421881,0.375715695578119,"0",7215.91207886732
"9",0.960088951623165,0.0399110483768354,"0",6973.10056704592
"10",0.814104756253126,0.185895243746874,"0",8535.00181104975
"11",0.978153918849424,0.021846081150576,"0",6686.61415835945
"12",0.425180261146052,0.574819738853948,"1",5431.13839257552
"13",0.137970917432485,0.862029082567515,"1",5262.66566200751
"14",0.899791643117856,0.100208356882144,"0",4957.92287469768
"15",0.964653196768664,0.0353468032313358,"0",5208.76052356819
"16",0.371986117150894,0.628013882849106,"1",5658.18564899594
"17",0.310303066581188,0.689696933418812,"1",5188.7096169011
"18",0.820871757177177,0.179128242822823,"0",6253.95608773693
"19",0.409614302289804,0.590385697710196,"1",4526.1295158682
"20",0.5285671791297,0.4714328208703,"0",5164.43169041064
"21",0.888596555653961,0.111403444346039,"0",6593.22844955699
"22",0.673803921123002,0.326196078876998,"0",4860.5971884006
"23",0.945685429793697,0.0543145702063026,"0",6586.77098348354
"24",0.591708758748603,0.408291241251397,"0",5778.89640543682
"25",0.64187115018043,0.35812884981957,"0",5231.4514529668
"26",0.627177651978151,0.372822348021849,"0",5878.39666210687
"27",0.544753062267006,0.455246937732994,"0",4877.53144519964
"28",0.477500130467348,0.522499869532652,"1",6931.29179177956
"29",0.939730266971071,0.0602697330289286,"0",5953.28003299154
"30",0.879355591114739,0.120644408885261,"0",5833.90252103157
"31",0.877648499784787,0.122351500215213,"0",4270.00558203607
"32",0.582215365711279,0.417784634288721,"0",6408.68688834526
"33",0.914439738924772,0.0855602610752282,"0",5500.62891103451
"34",0.808782487141723,0.191217512858277,"0",5747.7290535775
"35",0.772699678533697,0.227300321466303,"0",5613.84303849003
"36",0.956336484397199,0.0436635156028006,"0",7054.23834298005
"37",0.829112929129798,0.170887070870202,"0",6931.32626121117
"38",0.849728205819226,0.150271794180774,"0",6600.78360911124
"39",0.903993628789741,0.0960063712102593,"0",4608.70731363211
"40",0.448700553871805,0.551299446128195,"1",6294.98927113972
"41",0.670259731928194,0.329740268071806,"0",4605.57490696022
"42",0.416641973329007,0.583358026670993,"1",5748.33415323313
"43",0.983619727122735,0.0163802728772646,"0",5755.02460099434
"44",0.461823895269452,0.538176104730548,"1",6877.41012462064
"45",0.995062214580171,0.00493778541982854,"0",6428.29087865479
"46",0.766410505123822,0.233589494876178,"0",4528.49219020301
"47",0.943906961974707,0.0560930380252929,"0",5504.76529682443
"48",0.608834094180674,0.391165905819326,"0",6190.63936207669
"49",0.971014996366449,0.0289850036335508,"0",7003.60685799308
"50",0.388380411922369,0.611619588077631,"1",4071.56074185787
"51",0.866181039277876,0.133818960722124,"0",3876.94594265617
"52",0.615748997527105,0.384251002472895,"0",7553.45619681508
"53",0.21934928435589,0.78065071564411,"1",6261.64465508968
"54",0.927799666715676,0.0722003332843244,"0",5434.27020939052
"55",0.686459635077557,0.313540364922443,"0",5233.00141131468
"56",0.730305352432595,0.269694647567405,"0",5649.30369434415
"57",0.554631496185602,0.445368503814398,"0",6499.07233318115
"58",0.589451983490428,0.410548016509572,"0",5717.22474208581
"59",0.916757984381642,0.0832420156183583,"0",4872.16126431267
"60",0.453552443286544,0.546447556713456,"1",4463.66195508197
"61",0.985764613564286,0.0142353864357136,"0",4723.49617493507
"62",0.942180955093105,0.0578190449068953,"0",5727.74569617503
"63",0.628230376003002,0.371769623996998,"0",5338.06897152927
"64",0.840475170416383,0.159524829583617,"0",6955.85212645152
"65",0.936089654087559,0.0639103459124405,"0",5504.8362151431
"66",0.604999000564582,0.395000999435418,"0",4032.65864070071
"67",0.216403255421262,0.783596744578738,"1",5591.89015119405
"68",0.41444296681311,0.58555703318689,"1",7295.27673320324
"69",0.824789796508924,0.175210203491076,"0",5619.75523969591
"70",0.908240103871252,0.0917598961287477,"0",7243.16422873159
"71",0.9765697545093,0.0234302454906997,"0",6287.54792817459
"72",0.754514063436864,0.245485936563136,"0",5868.82115656678
"73",0.327055953774934,0.672944046225066,"1",5247.39142457985
"74",0.606017671174864,0.393982328825136,"0",4502.7391825943
"75",0.332295255671846,0.667704744328154,"1",5536.26785241305
"76",0.724646471901931,0.275353528098069,"0",5503.52378725081
"77",0.627447849860399,0.372552150139601,"0",5551.7796202963
"78",0.723002633636223,0.276997366363777,"0",5338.10542041634
"79",0.849174245884591,0.150825754115409,"0",5674.71378374701
"80",0.956794064060756,0.0432059359392437,"0",5119.85352890462
"81",0.45341633781419,0.54658366218581,"1",4798.21293368283
"82",0.549277922243368,0.450722077756632,"0",6389.30804074154
"83",0.537290936272459,0.462709063727541,"0",6727.80999498822
"84",0.958403420081156,0.0415965799188439,"0",6271.11279342402
"85",0.524092009649716,0.475907990350284,"0",5953.18564339246
"86",0.468746469964234,0.531253530035766,"1",6646.47311694104
"87",0.694409103240565,0.305590896759435,"0",5288.21889226688
"88",0.704904469219787,0.295095530780213,"0",6221.36822641729
"89",0.960670809998395,0.0393291900016053,"0",5573.68834422864
"90",0.276056151173345,0.723943848826655,"1",6532.6192958929
"91",0.930789187703354,0.0692108122966463,"0",6109.89005731064
"92",0.907586462271877,0.0924135377281231,"0",6268.16908057087
"93",0.955617180182636,0.0443828198173641,"0",6650.4904621377
"94",0.891353422732009,0.108646577267991,"0",6509.44104233871
"95",0.959222034291935,0.0407779657080654,"0",6222.56287880952
"96",0.845413115820315,0.154586884179685,"0",7924.94548170069
"97",0.991328298154119,0.00867170184588102,"0",5527.76328539873
"98",0.68814311429425,0.31185688570575,"0",7156.68231250325
"99",0.688925273474893,0.311074726525107,"0",5944.31746608904
"100",0.876447820528709,0.123552179471291,"0",5514.34278181999
"101",0.641432246104539,0.358567753895461,"0",4493.85920739798
"102",0.450566107022965,0.549433892977035,"1",6140.60910321382
"103",0.353622003312468,0.646377996687532,"1",6105.99048761403
"104",0.354287968786523,0.645712031213477,"1",5573.96291342819
"105",0.915256039668469,0.0847439603315314,"0",7418.56422315412
"106",0.844031885977265,0.155968114022735,"0",6592.31549098398
"107",0.803674943089651,0.196325056910349,"0",5226.99225119737
"108",0.918824525423427,0.0811754745765728,"0",4959.90875125192
"109",0.535839563031108,0.464160436968892,"0",6017.33202155725
"110",0.785145058524192,0.214854941475808,"0",6197.41240154408
"111",0.332794510275825,0.667205489724175,"1",5432.34345326206
"112",0.955948797113455,0.0440512028865452,"0",4117.16635376232
"113",0.734480361269493,0.265519638730507,"0",5724.37773850303
"114",0.878655129963666,0.121344870036334,"0",5432.87645488524
"115",0.376714230571981,0.623285769428019,"1",5344.01690725994
"116",0.955970547261256,0.0440294527387438,"0",5370.36005746215
"117",0.97558949940793,0.0244105005920697,"0",5598.0696790139
"118",0.342367688764836,0.657632311235164,"1",5937.39087747082
"119",0.48677447442639,0.51322552557361,"1",3831.74375898194
"120",0.828171662213411,0.171828337786589,"0",5501.66735958414
"121",0.795544809540292,0.204455190459708,"0",4480.15503054454
"122",0.202958340152586,0.797041659847414,"1",5188.1890030277
"123",0.414851455865053,0.585148544134947,"1",4459.78320197399
"124",0.558266365178617,0.441733634821383,"0",5360.35832764774
"125",0.672245966244729,0.327754033755271,"0",6119.29123623724
"126",0.558874733483702,0.441125266516298,"0",5067.82828941237
"127",0.603385631999294,0.396614368000706,"0",5242.7311412419
"128",0.727060449620456,0.272939550379544,"0",4996.04285576798
"129",0.826293249109443,0.173706750890557,"0",5700.37379135523
"130",0.881232989289837,0.118767010710163,"0",5329.24752690184
"131",0.906984033358815,0.093015966641185,"0",4779.75547349095
"132",0.902196684934125,0.0978033150658753,"0",6709.84769793386
"133",0.820424147319027,0.179575852680973,"0",4188.5359714267
"134",0.929625025660343,0.0703749743396572,"0",5211.15964679007
"135",0.868261179395789,0.131738820604211,"0",8137.35609032521
"136",0.783466829956593,0.216533170043407,"0",7544.04460959417
"137",0.229120981053053,0.770879018946947,"1",6141.91381662954
"138",0.454805277097505,0.545194722902495,"1",6220.5066737935
"139",0.949405155174351,0.050594844825649,"0",5794.72900984412
"140",0.880132526794421,0.119867473205579,"0",4627.60267148581
"141",0.925638859680164,0.0743611403198361,"0",4774.45819037813
"142",0.249017048337469,0.750982951662531,"1",5491.46454820122
"143",0.870736897659203,0.129263102340797,"0",4952.51822437912
"144",0.845909843437717,0.154090156562283,"0",4348.90697335371
"145",0.924422018441875,0.0755779815581253,"0",5631.67390720135
"146",0.440386675524353,0.559613324475647,"1",4999.75967001226
"147",0.826715700997068,0.173284299002932,"0",5892.98775694055
"148",0.875891514890847,0.124108485109153,"0",4922.4257699565
"149",0.604976639010288,0.395023360989712,"0",7880.89121774269
"150",0.977070684554656,0.0229293154453438,"0",5688.27612396309
"151",0.418879891941725,0.581120108058275,"1",5991.29732012931
"152",0.57072739580674,0.42927260419326,"0",5856.68901974304
"153",0.218513014556947,0.781486985443053,"1",6311.94560962058
"154",0.439748352477743,0.560251647522257,"1",4214.92854812265
"155",0.650770361302649,0.349229638697351,"0",6714.17673645345
"156",0.57180804390565,0.42819195609435,"0",4005.7259377619
"157",0.969520479016006,0.030479520983994,"0",6359.40625959312
